SN,,,,,,,,,,,,,,,,,,,,,,ALL,FUTURE,PAST,N-1,N-2,N-3,,
1,Document,toaster,bread,sandwich,cafe,coffee,Starbucks,green straws,water,ice,pool,beach,Wilmington,blue sky,kite,field,football,practice,stand,band,water,,,,,,,2,
,planes,0.06,0,0.01,-0.02,0.02,0.08,0.17,-0.03,0.18,0.07,0.06,1,N/A,-0.01,0.06,0.12,N/A,0.05,N/A,0.04,0.05375,0.052,0.054545455,,,,,
,jeremih,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,music,-0.01,0.03,0.02,-0.03,0.01,0.06,0.01,0,0.04,-0.05,0.03,-0.01,N/A,1,0.07,0.25,N/A,0,N/A,0.09,0.031875,0.1025,0.008333333,,,,,
,rap,-0.02,0.06,0.05,0.01,0.15,0.21,0.11,0.06,0.12,-0.05,0,0.06,N/A,0.07,1,0.06,N/A,-0.01,N/A,-0.01,0.054375,0.013333333,0.063846154,,,,,
,radio,0.11,0.04,0.07,0.09,0.03,0.09,0.1,0.09,0.08,0.02,0.06,0.12,N/A,0.25,0.06,1,N/A,0.03,N/A,0.12,0.085,0.075,0.086428571,,,,,
,spotify,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,computer,0.01,-0.01,0.01,0.01,0.01,0.01,0.01,-0.02,0.14,0,0.02,0.05,N/A,0,-0.01,0.03,N/A,1,N/A,0.15,0.025625,0.15,0.017333333,,,,,
,macbook,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,homework,0.09,0.13,0.2,0.21,0.1,0.25,0.21,0.06,0.06,0.03,-0.01,0.04,N/A,0.09,-0.01,0.12,N/A,0.15,N/A,1,0.1075,,0.1075,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.070367647,0.069283852,0.107240128,,,,,
36,Document,toaster,bread,crust,burnt,crumbs,butter,cheese,chicken,egg,farm,home,Tarboro,kid,brothers,family,childhood,school,college,hard,anxious,,,,,,,0,
,toaster,1,0.21,0.02,0.03,0.13,0.21,0.14,0.14,0.08,0.03,0.2,N/A,0.04,0.03,0.02,-0.02,0.05,0.03,0.03,0,0.076111111,0.076111111,,0.315882353,0.191875,0.194666667,,
,bread,0.21,1,0.06,0.15,0.6,0.77,0.81,0.58,0.2,0.11,0.16,N/A,0.04,0.11,0.1,0.05,0.1,0.02,0.17,0.06,0.238888889,0.240588235,0.21,,,,,
,crust,0.02,0.06,1,0.05,0.03,0.05,0.03,0.09,0.03,-0.01,0.01,N/A,0,0,0.01,0,0.01,0.01,0.09,0.02,0.027777778,0.02625,0.04,,,,,
,burnt,0.03,0.15,0.05,1,0.21,0.12,0.05,0.12,0.03,0.11,0.19,N/A,0.09,0.22,0.1,0.09,0.06,0.02,0.28,0.24,0.12,0.128666667,0.076666667,,,,,
,crumbs,0.13,0.6,0.03,0.21,1,0.55,0.51,0.51,0.27,0.07,0.19,N/A,0.05,0.16,0.09,0.06,-0.01,0.01,0.12,0.24,0.210555556,0.201428571,0.2425,,,,,
,butter,0.21,0.77,0.05,0.12,0.55,1,0.87,0.63,0.28,0.1,0.14,N/A,0.08,0.1,0.06,0.03,0.09,0.02,0.16,0.05,0.239444444,0.200769231,0.34,,,,,
,cheese,0.14,0.81,0.03,0.05,0.51,0.87,1,0.59,0.19,0.1,0.13,N/A,0.03,0.08,0.09,0.06,0.06,0.02,0.15,0.06,0.220555556,0.13,0.401666667,,,,,
,chicken,0.14,0.58,0.09,0.12,0.51,0.63,0.59,1,0.44,0.17,0.22,N/A,0.14,0.2,0.13,0.1,0.09,0.06,0.2,0.11,0.251111111,0.169090909,0.38,,,,,
,egg,0.08,0.2,0.03,0.03,0.27,0.28,0.19,0.44,1,0.02,0.03,N/A,0.05,0.05,0.02,0,0.01,0.02,0.12,0.03,0.103888889,0.035,0.19,,,,,
,farm,0.03,0.11,-0.01,0.11,0.07,0.1,0.1,0.17,0.02,1,0.19,N/A,0.04,0.21,0.25,0.05,0.08,0.07,0.24,0.08,0.106111111,0.134444444,0.077777778,,,,,
,home,0.2,0.16,0.01,0.19,0.19,0.14,0.13,0.22,0.03,0.19,1,N/A,0.21,0.34,0.35,0.15,0.42,0.14,0.25,0.34,0.203333333,0.275,0.146,,,,,
,Tarboro,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,kid,0.04,0.04,0,0.09,0.05,0.08,0.03,0.14,0.05,0.04,0.21,N/A,1,0.24,0.09,0.06,0.28,0.09,0.26,0.12,0.106111111,0.162857143,0.07,,,,,
,brothers,0.03,0.11,0,0.22,0.16,0.1,0.08,0.2,0.05,0.21,0.34,N/A,0.24,1,0.61,0.23,0.18,0.12,0.21,0.28,0.187222222,0.271666667,0.145,,,,,
,family,0.02,0.1,0.01,0.1,0.09,0.06,0.09,0.13,0.02,0.25,0.35,N/A,0.09,0.61,1,0.29,0.17,0.16,0.18,0.19,0.161666667,0.198,0.147692308,,,,,
,childhood,-0.02,0.05,0,0.09,0.06,0.03,0.06,0.1,0,0.05,0.15,N/A,0.06,0.23,0.29,1,0.23,0.18,0.15,0.3,0.111666667,0.215,0.082142857,,,,,
,school,0.05,0.1,0.01,0.06,-0.01,0.09,0.06,0.09,0.01,0.08,0.42,N/A,0.28,0.18,0.17,0.23,1,0.5,0.23,0.15,0.15,0.293333333,0.121333333,,,,,
,college,0.03,0.02,0.01,0.02,0.01,0.02,0.02,0.06,0.02,0.07,0.14,N/A,0.09,0.12,0.16,0.18,0.5,1,0.08,0.11,0.092222222,0.095,0.091875,,,,,
,hard,0.03,0.17,0.09,0.28,0.12,0.16,0.15,0.2,0.12,0.24,0.25,N/A,0.26,0.21,0.18,0.15,0.23,0.08,1,0.23,0.175,0.23,0.171764706,,,,,
,anxious,0,0.06,0.02,0.24,0.24,0.05,0.06,0.11,0.03,0.08,0.34,N/A,0.12,0.28,0.19,0.3,0.15,0.11,0.23,1,0.145,,0.145,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.154035088,0.17128924,0.172612901,,,,,
37,Document,toaster,strudel,poodle,pink,france,paris,eiffel tower,Belgium,waffle,cookie,syrup,sugar,Canada,flag,leaf,gray,coach,raybanz,crayons,mom,,,,,,,1,
,toaster,1,0,0,0.01,-0.01,0.02,0.11,0.02,0.44,0.07,0.15,0.2,0.02,-0.04,0.04,0,-0.02,N/A,0.03,0,0.057777778,0.057777778,,0.184117647,0.084375,0.10125,,
,strudel,0,1,0.18,0.06,0,0.01,-0.05,0,0.02,0.17,0.05,0.04,0.02,0.06,0.01,0.01,0.01,N/A,0.02,0.11,0.04,0.042352941,0,,,,,
,poodle,0,0.18,1,0.16,0,0.04,0.07,0.03,0.07,0.16,0.01,0.02,0.06,0.07,0.02,0.2,0.01,N/A,0.07,0.18,0.075,0.073125,0.09,,,,,
,pink,0.01,0.06,0.16,1,0.02,0.1,0.13,0,0.05,0.25,0.18,0.08,0.01,0.23,0.19,0.63,0.1,N/A,0.15,0.08,0.135,0.146666667,0.076666667,,,,,
,france,-0.01,0,0,0.02,1,0.73,0.08,0.68,0.01,0.01,-0.01,0.03,0.25,0.24,0,0.05,0,N/A,0.01,0.01,0.116666667,0.149285714,0.0025,,,,,
,paris,0.02,0.01,0.04,0.1,0.73,1,0.3,0.46,0.05,0.06,0.03,0.03,0.12,0.17,0.02,0.11,0.05,N/A,0.06,0.01,0.131666667,0.113076923,0.18,,,,,
,eiffel tower,0.11,-0.05,0.07,0.13,0.08,0.3,1,0.1,0.08,0.04,-0.04,-0.01,0.02,0.15,0.03,0.26,0.03,N/A,0.09,0.07,0.081111111,0.068333333,0.106666667,,,,,
,Belgium,0.02,0,0.03,0,0.68,0.46,0.1,1,0.04,0.02,0.04,0.02,0.14,0.14,0.01,0.01,0,N/A,0.01,0.02,0.096666667,0.040909091,0.184285714,,,,,
,waffle,0.44,0.02,0.07,0.05,0.01,0.05,0.08,0.04,1,0.14,0.04,0.09,0.01,0.08,0.02,0.01,-0.04,N/A,0.33,-0.01,0.079444444,0.067,0.095,,,,,
,cookie,0.07,0.17,0.16,0.25,0.01,0.06,0.04,0.02,0.14,1,0.27,0.21,0,0.08,0.03,0.09,0.06,N/A,0.16,0.22,0.113333333,0.124444444,0.102222222,,,,,
,syrup,0.15,0.05,0.01,0.18,-0.01,0.03,-0.04,0.04,0.04,0.27,1,0.57,0.03,0.01,0.26,0.09,0.02,N/A,0.01,-0.02,0.093888889,0.12125,0.072,,,,,
,sugar,0.2,0.04,0.02,0.08,0.03,0.03,-0.01,0.02,0.09,0.21,0.57,1,0,0,0.19,0.03,0,N/A,0,-0.01,0.082777778,0.03,0.116363636,,,,,
,Canada,0.02,0.02,0.06,0.01,0.25,0.12,0.02,0.14,0.01,0,0.03,0,1,0.35,0.05,0.06,0.03,N/A,-0.04,-0.01,0.062222222,0.073333333,0.056666667,,,,,
,flag,-0.04,0.06,0.07,0.23,0.24,0.17,0.15,0.14,0.08,0.08,0.01,0,0.35,1,0.03,0.2,0.14,N/A,0.13,0,0.113333333,0.1,0.118461538,,,,,
,leaf,0.04,0.01,0.02,0.19,0,0.02,0.03,0.01,0.02,0.03,0.26,0.19,0.05,0.03,1,0.13,0.02,N/A,0.08,0.03,0.064444444,0.065,0.064285714,,,,,
,gray,0,0.01,0.2,0.63,0.05,0.11,0.26,0.01,0.01,0.09,0.09,0.03,0.06,0.2,0.13,1,0.07,N/A,0.11,0.12,0.121111111,0.1,0.125333333,,,,,
,coach,-0.02,0.01,0.01,0.1,0,0.05,0.03,0,-0.04,0.06,0.02,0,0.03,0.14,0.02,0.07,1,N/A,0,0.03,0.028333333,0.015,0.03,,,,,
,raybanz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,crayons,0.03,0.02,0.07,0.15,0.01,0.06,0.09,0.01,0.33,0.16,0.01,0,-0.04,0.13,0.08,0.11,0,N/A,1,0.04,0.07,0.04,0.071764706,,,,,
,mom,0,0.11,0.18,0.08,0.01,0.01,0.07,0.02,-0.01,0.22,-0.02,-0.01,-0.01,0,0.03,0.12,0.03,N/A,0.04,1,0.048333333,,0.048333333,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.084795322,0.079308624,0.087777463,,,,,
38,Document,toaster,bagel,mime,cell phone,quiet,watch,super smash bros,chair,pit,armpit,science,psychology,ring,science,real,cake,doll,umbrella,shoes,leaf,,,,,,,3,
,toaster,1,N/A,-0.01,0.05,0.07,0.1,0.1,0.05,0,-0.05,0.03,0.02,0,0.03,0.05,0.19,0.05,0.01,0.09,0.04,0.045555556,0.045555556,,0.155882353,0.152941176,0.173125,,
,bagel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,mime,-0.01,N/A,1,-0.01,0.03,0.09,-0.01,0.06,0.02,0.01,0,-0.02,-0.05,0,0.07,-0.03,0.08,0.02,-0.06,-0.04,0.008333333,0.009411765,-0.01,,,,,
,cell phone,0.05,N/A,-0.01,1,0.08,0.04,0.06,0.05,0.02,0.03,0.02,0.02,0.06,0.02,0.07,0.02,0.02,0.09,0.02,0.11,0.042777778,0.045625,0.02,,,,,
,quiet,0.07,N/A,0.03,0.08,1,0.43,0.16,0.49,0.27,0.14,0.07,0.06,0.3,0.07,0.28,0.24,0.33,0.26,0.24,0.11,0.201666667,0.23,0.06,,,,,
,watch,0.1,N/A,0.09,0.04,0.43,1,0.27,0.31,0.22,0,0.09,0.07,0.23,0.09,0.3,0.18,0.3,0.23,0.26,0.08,0.182777778,0.187857143,0.165,,,,,
,super smash bros,0.1,N/A,-0.01,0.06,0.16,0.27,1,0.14,0.21,0.08,0.11,0.12,0.2,0.11,0.23,0.25,0.18,0.2,0.22,0.06,0.149444444,0.162307692,0.116,,,,,
,chair,0.05,N/A,0.06,0.05,0.49,0.31,0.14,1,0.08,0.22,0.07,0.02,0.18,0.07,0.16,0.24,0.4,0.2,0.35,0.07,0.175555556,0.171666667,0.183333333,,,,,
,pit,0,N/A,0.02,0.02,0.27,0.22,0.21,0.08,1,0,0.02,0.01,0.35,0.02,0.15,0.13,0.04,0.12,0.06,0.17,0.105,0.097272727,0.117142857,,,,,
,armpit,-0.05,N/A,0.01,0.03,0.14,0,0.08,0.22,0,1,-0.02,0,0.13,-0.02,-0.02,-0.01,0.13,-0.01,0.14,0.05,0.044444444,0.037,0.05375,,,,,
,science,0.03,N/A,0,0.02,0.07,0.09,0.11,0.07,0.02,-0.02,1,0.4,0.01,1,0.1,0.06,0.01,-0.01,-0.01,0.03,0.11,0.176666667,0.043333333,,,,,
,psychology,0.02,N/A,-0.02,0.02,0.06,0.07,0.12,0.02,0.01,0,0.4,1,0.06,0.4,0.13,0.03,0.1,0.06,0.02,0.02,0.084444444,0.1025,0.07,,,,,
,ring,0,N/A,-0.05,0.06,0.3,0.23,0.2,0.18,0.35,0.13,0.01,0.06,1,0.01,0.16,0.08,0.17,0.23,0.21,0.24,0.142777778,0.157142857,0.141,,,,,
,science,0.03,N/A,0,0.02,0.07,0.09,0.11,0.07,0.02,-0.02,1,0.4,0.01,1,0.1,0.06,0.01,-0.01,-0.01,0.03,0.11,0.03,0.15,,,,,
,real,0.05,N/A,0.07,0.07,0.28,0.3,0.23,0.16,0.15,-0.02,0.1,0.13,0.16,0.1,1,0.11,0.31,0.15,0.18,0.05,0.143333333,0.16,0.136923077,,,,,
,cake,0.19,N/A,-0.03,0.02,0.24,0.18,0.25,0.24,0.13,-0.01,0.06,0.03,0.08,0.06,0.11,1,0.32,0.17,0.15,0.07,0.125555556,0.1775,0.110714286,,,,,
,doll,0.05,N/A,0.08,0.02,0.33,0.3,0.18,0.4,0.04,0.13,0.01,0.1,0.17,0.01,0.31,0.32,1,0.27,0.37,0.05,0.174444444,0.23,0.163333333,,,,,
,umbrella,0.01,N/A,0.02,0.09,0.26,0.23,0.2,0.2,0.12,-0.01,-0.01,0.06,0.23,-0.01,0.15,0.17,0.27,1,0.37,0.14,0.138333333,0.255,0.12375,,,,,
,shoes,0.09,N/A,-0.06,0.02,0.24,0.26,0.22,0.35,0.06,0.14,-0.01,0.02,0.21,-0.01,0.18,0.15,0.37,0.37,1,0.04,0.146666667,0.04,0.152941176,,,,,
,leaf,0.04,N/A,-0.04,0.11,0.11,0.08,0.06,0.07,0.17,0.05,0.03,0.02,0.24,0.03,0.05,0.07,0.05,0.14,0.04,1,0.073333333,,0.073333333,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.116023392,0.128639226,0.105718906,,,,,
39,Document,toaster,toast,butter,eggs,bacon,kitchen,plate,stove,table,counter,mom,sink,food,floor,dogs,countertop,bowls,water,ice,fridge,,,,,,,0,
,toaster,1,0.33,0.21,0.09,0.14,0.15,-0.01,0.28,0.06,0.09,0,0.13,0.07,0.03,0.02,0.02,0.05,0.07,0.07,0.14,0.102105263,0.102105263,,0.224210526,0.242777778,0.221176471,,
,toast,0.33,1,0.6,0.34,0.63,0.62,0.24,0.58,0.43,0.29,0.2,0.39,0.16,0.2,0.08,0.12,0.27,0.12,0.08,0.48,0.324210526,0.323888889,0.33,,,,,
,butter,0.21,0.6,1,0.38,0.54,0.45,0.19,0.37,0.27,0.31,0.1,0.24,0.24,0.13,0.05,0.09,0.23,0.11,0.17,0.3,0.262105263,0.245294118,0.405,,,,,
,eggs,0.09,0.34,0.38,1,0.35,0.14,0.08,0.13,0.06,0.08,0.05,0.08,0.16,0.01,0.07,-0.05,0.09,0.12,0.01,0.08,0.119473684,0.09125,0.27,,,,,
,bacon,0.14,0.63,0.54,0.35,1,0.49,0.23,0.5,0.33,0.27,0.04,0.22,0.19,0.12,0.11,0.06,0.29,0.08,0.05,0.28,0.258947368,0.217333333,0.415,,,,,
,kitchen,0.15,0.62,0.45,0.14,0.49,1,0.3,0.75,0.58,0.3,0.34,0.48,0.14,0.39,0.07,0.33,0.31,0.1,0.03,0.53,0.342105263,0.332142857,0.37,,,,,
,plate,-0.01,0.24,0.19,0.08,0.23,0.3,1,0.21,0.32,0.2,0.1,0.21,0.1,0.18,0.03,0.03,0.2,0.07,0.01,0.24,0.154210526,0.146153846,0.171666667,,,,,
,stove,0.28,0.58,0.37,0.13,0.5,0.75,0.21,1,0.43,0.26,0.19,0.42,0.14,0.32,0.1,0.24,0.32,0.19,0.13,0.38,0.312631579,0.26,0.402857143,,,,,
,table,0.06,0.43,0.27,0.06,0.33,0.58,0.32,0.43,1,0.26,0.1,0.28,0.08,0.22,0.01,0.21,0.3,0.11,0.03,0.36,0.233684211,0.178181818,0.31,,,,,
,counter,0.09,0.29,0.31,0.08,0.27,0.3,0.2,0.26,0.26,1,0.1,0.15,0.15,0.18,0.14,0.13,0.18,0.05,0.12,0.24,0.184210526,0.144,0.228888889,,,,,
,mom,0,0.2,0.1,0.05,0.04,0.34,0.1,0.19,0.1,0.1,1,0.13,0.04,0.08,0.1,-0.03,0.04,0.01,0.01,0.25,0.097368421,0.07,0.122,,,,,
,sink,0.13,0.39,0.24,0.08,0.22,0.48,0.21,0.42,0.28,0.15,0.13,1,0.13,0.36,0.05,0.22,0.19,0.59,0.13,0.38,0.251578947,0.25625,0.248181818,,,,,
,food,0.07,0.16,0.24,0.16,0.19,0.14,0.1,0.14,0.08,0.15,0.04,0.13,1,0.09,0.15,-0.03,0.21,0.26,0.07,0.01,0.124210526,0.108571429,0.133333333,,,,,
,floor,0.03,0.2,0.13,0.01,0.12,0.39,0.18,0.32,0.22,0.18,0.08,0.36,0.09,1,0.07,0.46,0.21,0.13,0.05,0.22,0.181578947,0.19,0.177692308,,,,,
,dogs,0.02,0.08,0.05,0.07,0.11,0.07,0.03,0.1,0.01,0.14,0.1,0.05,0.15,0.07,1,0.01,0.11,0.06,0.15,0.03,0.074210526,0.072,0.075,,,,,
,countertop,0.02,0.12,0.09,-0.05,0.06,0.33,0.03,0.24,0.21,0.13,-0.03,0.22,-0.03,0.46,0.01,1,0.05,0,-0.01,0.2,0.107894737,0.06,0.120666667,,,,,
,bowls,0.05,0.27,0.23,0.09,0.29,0.31,0.2,0.32,0.3,0.18,0.04,0.19,0.21,0.21,0.11,0.05,1,0.14,0.04,0.25,0.183157895,0.143333333,0.190625,,,,,
,water,0.07,0.12,0.11,0.12,0.08,0.1,0.07,0.19,0.11,0.05,0.01,0.59,0.26,0.13,0.06,0,0.14,1,0.22,0.17,0.136842105,0.195,0.13,,,,,
,ice,0.07,0.08,0.17,0.01,0.05,0.03,0.01,0.13,0.03,0.12,0.01,0.13,0.07,0.05,0.15,-0.01,0.04,0.22,1,-0.03,0.07,-0.03,0.075555556,,,,,
,fridge,0.14,0.48,0.3,0.08,0.28,0.53,0.24,0.38,0.36,0.24,0.25,0.38,0.01,0.22,0.03,0.2,0.25,0.17,-0.03,1,0.237368421,,0.237368421,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.187894737,0.163447626,0.232025966,,,,,
40,Document,toaster,bread,brown,coffee,beans,Colombia,spanish,school,work,stress,anxiety,worry,relief,friends,soccer,msa,fun,balls,sports,sweat,,,,,,,0,
,toaster,1,0.21,0.04,0.17,0.09,0.03,0.01,0.05,0.14,0.04,0,0.08,0.01,0.05,-0.01,N/A,0.09,0.06,0,0.02,0.06,0.06,,0.226470588,0.159375,0.195333333,,
,bread,0.21,1,0.18,0.38,0.64,-0.01,-0.01,0.1,0.1,0.03,0.03,0.11,0.07,0.09,0.02,N/A,0.1,0.1,0.03,0.05,0.123333333,0.118235294,0.21,,,,,
,brown,0.04,0.18,1,0.18,0.18,0.02,0.03,0.17,0.08,0.02,0.03,0.17,0.08,0.15,0.02,N/A,0.2,0.08,0.02,0.12,0.098333333,0.096875,0.11,,,,,
,coffee,0.17,0.38,0.18,1,0.36,0.15,0.12,0.09,0.14,0.08,0.12,0.24,0.19,0.09,0.05,N/A,0.06,0.11,0.06,0.08,0.148333333,0.129333333,0.243333333,,,,,
,beans,0.09,0.64,0.18,0.36,1,0.11,0.19,0.05,0.1,0.03,0.03,0.09,0.06,0.1,0.01,N/A,0.13,0.11,0.01,0.07,0.131111111,0.077857143,0.3175,,,,,
,Colombia,0.03,-0.01,0.02,0.15,0.11,1,0.54,-0.02,0.08,0,0.02,0.02,0.08,0.04,0.06,N/A,0.02,0.03,-0.02,0,0.063888889,0.065384615,0.06,,,,,
,spanish,0.01,-0.01,0.03,0.12,0.19,0.54,1,0.05,0.07,0.02,0.03,0.06,0.02,0.07,0.01,N/A,0.02,0.02,0,0.01,0.07,0.031666667,0.146666667,,,,,
,school,0.05,0.1,0.17,0.09,0.05,-0.02,0.05,1,0.23,0.14,0.09,0.26,0.06,0.31,0.12,N/A,0.29,0.04,0.21,0.07,0.128333333,0.165454545,0.07,,,,,
,work,0.14,0.1,0.08,0.14,0.1,0.08,0.07,0.23,1,0.17,0.11,0.23,0.17,0.19,0.03,N/A,0.2,0.11,0.12,0.11,0.132222222,0.144,0.1175,,,,,
,stress,0.04,0.03,0.02,0.08,0.03,0,0.02,0.14,0.17,1,0.57,0.16,0.18,0.19,0.1,N/A,0.04,0.01,0.19,0.1,0.115,0.171111111,0.058888889,,,,,
,anxiety,0,0.03,0.03,0.12,0.03,0.02,0.03,0.09,0.11,0.57,1,0.16,0.32,0.13,0.03,N/A,-0.01,-0.02,0.07,0.05,0.097777778,0.09125,0.103,,,,,
,worry,0.08,0.11,0.17,0.24,0.09,0.02,0.06,0.26,0.23,0.16,0.16,1,0.2,0.33,0.12,N/A,0.32,0.11,0.13,0.2,0.166111111,0.201428571,0.143636364,,,,,
,relief,0.01,0.07,0.08,0.19,0.06,0.08,0.02,0.06,0.17,0.18,0.32,0.2,1,0.12,0.02,N/A,0.07,0.05,0.06,0.1,0.103333333,0.07,0.12,,,,,
,friends,0.05,0.09,0.15,0.09,0.1,0.04,0.07,0.31,0.19,0.19,0.13,0.33,0.12,1,0.17,N/A,0.52,0.18,0.18,0.05,0.164444444,0.22,0.143076923,,,,,
,soccer,-0.01,0.02,0.02,0.05,0.01,0.06,0.01,0.12,0.03,0.1,0.03,0.12,0.02,0.17,1,N/A,0.19,0.52,0.73,0.09,0.126666667,0.3825,0.053571429,,,,,
,msa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,fun,0.09,0.1,0.2,0.06,0.13,0.02,0.02,0.29,0.2,0.04,-0.01,0.32,0.07,0.52,0.19,N/A,1,0.26,0.23,0.04,0.153888889,0.176666667,0.149333333,,,,,
,balls,0.06,0.1,0.08,0.11,0.11,0.03,0.02,0.04,0.11,0.01,-0.02,0.11,0.05,0.18,0.52,N/A,0.26,1,0.21,0.06,0.113333333,0.135,0.110625,,,,,
,sports,0,0.03,0.02,0.06,0.01,-0.02,0,0.21,0.12,0.19,0.07,0.13,0.06,0.18,0.73,N/A,0.23,0.21,1,0.13,0.131111111,0.13,0.131176471,,,,,
,sweat,0.02,0.05,0.12,0.08,0.07,0,0.01,0.07,0.11,0.1,0.05,0.2,0.1,0.05,0.09,N/A,0.04,0.06,0.13,1,0.075,,0.075,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.115906433,0.137042386,0.134606377,,,,,
41,Document,toaster,bread,toaster oven,butter,biscuits,eggs,breakfast,dining hall,food,gravy,sandwiches,alpine bagels,coffee,tea,cream cheese,orange juice,healthy,immune system,flu shots,vaccine,,,,,,,7,
,toaster,1,0.21,0.65,0.21,0.13,0.09,0.17,0.03,0.07,0.11,0.17,0.04,0.17,0.1,0.16,0.12,0.04,0.03,0.03,-0.02,0.132105263,0.132105263,,0.308421053,0.298333333,0.251764706,,
,bread,0.21,1,0.48,0.77,0.53,0.29,0.51,0.16,0.37,0.55,0.55,-0.02,0.38,0.32,0.71,0.41,0.17,0.04,0.03,-0.04,0.337894737,0.345,0.21,,,,,
,toaster oven,0.65,0.48,1,0.47,0.46,0.18,0.3,0.22,0.21,0.29,0.4,0.01,0.34,0.24,0.41,0.3,0,0.02,0.01,-0.03,0.261052632,0.225294118,0.565,,,,,
,butter,0.21,0.77,0.47,1,0.56,0.38,0.5,0.18,0.24,0.58,0.61,0.04,0.39,0.31,0.82,0.44,0.21,0.01,0.01,-0.02,0.353157895,0.32875,0.483333333,,,,,
,biscuits,0.13,0.53,0.46,0.56,1,0.22,0.51,0.3,0.11,0.46,0.54,-0.06,0.46,0.47,0.45,0.31,0,-0.01,0.03,-0.03,0.286315789,0.250666667,0.42,,,,,
,eggs,0.09,0.29,0.18,0.38,0.22,1,0.26,0.05,0.16,0.14,0.25,-0.01,0.13,0.14,0.27,0.15,0.07,0.01,0.02,0,0.147368421,0.117142857,0.232,,,,,
,breakfast,0.17,0.51,0.3,0.5,0.51,0.26,1,0.36,0.17,0.44,0.61,0.01,0.59,0.47,0.42,0.33,0.15,0.01,0.1,-0.02,0.31,0.28,0.375,,,,,
,dining hall,0.03,0.16,0.22,0.18,0.3,0.05,0.36,1,0.09,0.17,0.28,0.01,0.35,0.34,0.13,0.15,0.01,0.02,0.15,0.01,0.158421053,0.1425,0.185714286,,,,,
,food,0.07,0.37,0.21,0.24,0.11,0.16,0.17,0.09,1,0.2,0.23,-0.01,0.14,0.12,0.24,0.36,0.27,0.08,0.05,0.03,0.164736842,0.155454545,0.1775,,,,,
,gravy,0.11,0.55,0.29,0.58,0.46,0.14,0.44,0.17,0.2,1,0.49,0,0.39,0.33,0.58,0.32,0.14,0.11,0.05,-0.03,0.28,0.238,0.326666667,,,,,
,sandwiches,0.17,0.55,0.4,0.61,0.54,0.25,0.61,0.28,0.23,0.49,1,0.01,0.5,0.33,0.57,0.4,0.1,0,0.07,-0.03,0.32,0.216666667,0.413,,,,,
,alpine bagels,0.04,-0.02,0.01,0.04,-0.06,-0.01,0.01,0.01,-0.01,0,0.01,1,0.09,0.01,0.23,0.05,0,0.03,0.01,-0.02,0.022105263,0.05,0.001818182,,,,,
,coffee,0.17,0.38,0.34,0.39,0.46,0.13,0.59,0.35,0.14,0.39,0.5,0.09,1,0.55,0.37,0.32,0.05,0.05,0.14,0.05,0.287368421,0.218571429,0.3275,,,,,
,tea,0.1,0.32,0.24,0.31,0.47,0.14,0.47,0.34,0.12,0.33,0.33,0.01,0.55,1,0.28,0.23,0.01,0.04,0.13,0.01,0.233157895,0.116666667,0.286923077,,,,,
,cream cheese,0.16,0.71,0.41,0.82,0.45,0.27,0.42,0.13,0.24,0.58,0.57,0.23,0.37,0.28,1,0.45,0.16,0.02,0.03,-0.02,0.330526316,0.128,0.402857143,,,,,
,orange juice,0.12,0.41,0.3,0.44,0.31,0.15,0.33,0.15,0.36,0.32,0.4,0.05,0.32,0.23,0.45,1,0.14,0.06,0.13,0.04,0.247894737,0.0925,0.289333333,,,,,
,healthy,0.04,0.17,0,0.21,0,0.07,0.15,0.01,0.27,0.14,0.1,0,0.05,0.01,0.16,0.14,1,0.11,0.45,0.26,0.123157895,0.273333333,0.095,,,,,
,immune system,0.03,0.04,0.02,0.01,-0.01,0.01,0.01,0.02,0.08,0.11,0,0.03,0.05,0.04,0.02,0.06,0.11,1,0.19,0.2,0.053684211,0.195,0.037058824,,,,,
